index,time,exe_time
1,0.1083378791809082,0.004622459411621094
2,0.1161956787109375,0.007787466049194336
3,0.12358212471008301,0.0051038265228271484
4,0.13577771186828613,0.007299661636352539
5,0.14529752731323242,0.0067827701568603516
6,0.1538701057434082,0.005373477935791016
7,0.1656949520111084,0.007187843322753906
8,0.1789112091064453,0.010414838790893555
9,0.18415212631225586,0.0050907135009765625
10,0.19216513633728027,0.0036773681640625
11,0.2022247314453125,0.0037512779235839844
12,0.21211552619934082,0.0036420822143554688
13,0.22380304336547852,0.0053310394287109375
14,0.23325777053833008,0.004742622375488281
15,0.2440934181213379,0.0055963993072509766
16,0.2531723976135254,0.004678487777709961
17,0.2644200325012207,0.003542184829711914
18,0.2721118927001953,0.0036017894744873047
19,0.2820601463317871,0.0035686492919921875
20,0.2978858947753906,0.00937652587890625
21,0.3020210266113281,0.0035572052001953125
22,0.31107616424560547,0.002593994140625
23,0.3230552673339844,0.004559993743896484
24,0.33110666275024414,0.0026323795318603516
25,0.34189772605895996,0.003426074981689453
26,0.3530142307281494,0.004529714584350586
27,0.36217236518859863,0.0036606788635253906
28,0.37699103355407715,0.008501291275024414
29,0.3841845989227295,0.00571131706237793
30,0.39366674423217773,0.005177021026611328
31,0.4048140048980713,0.005250453948974609
32,0.4138016700744629,0.005326747894287109
33,0.42353224754333496,0.0038111209869384766
34,0.43210554122924805,0.003619670867919922
35,0.44385862350463867,0.005385398864746094
36,0.4575672149658203,0.00909566879272461
37,0.46422576904296875,0.005762577056884766
38,0.47345995903015137,0.004989147186279297
39,0.4844064712524414,0.00594019889831543
40,0.49352049827575684,0.005019664764404297
41,0.5030767917633057,0.003548145294189453
42,0.511944055557251,0.0034694671630859375
43,0.5226686000823975,0.0041964054107666016
44,0.532785177230835,0.0043103694915771484
45,0.5450906753540039,0.005220651626586914
46,0.5536816120147705,0.005174875259399414
47,0.5645651817321777,0.006079435348510742
48,0.5787906646728516,0.010280132293701172
49,0.5861992835998535,0.007201671600341797
50,0.5940659046173096,0.004933595657348633
51,0.6033735275268555,0.0048999786376953125
52,0.6131794452667236,0.0047032833099365234
53,0.6228358745574951,0.004360198974609375
54,0.6332929134368896,0.004202604293823242
55,0.6440210342407227,0.0055389404296875
56,0.6522812843322754,0.0038089752197265625
57,0.6621911525726318,0.003716707229614258
58,0.672661542892456,0.004191398620605469
59,0.6820273399353027,0.0035545825958251953
60,0.6920168399810791,0.003535032272338867
61,0.7021360397338867,0.0036530494689941406
62,0.7127060890197754,0.0034074783325195312
63,0.7230887413024902,0.002561330795288086
64,0.7310523986816406,0.0025818347930908203
65,0.7412674427032471,0.002785205841064453
66,0.7526917457580566,0.004213094711303711
67,0.7619686126708984,0.003500223159790039
68,0.7719306945800781,0.0034546852111816406
69,0.7822191715240479,0.003743410110473633
70,0.7929239273071289,0.004331111907958984
71,0.8020832538604736,0.0036077499389648438
72,0.8122124671936035,0.0036933422088623047
73,0.8219842910766602,0.0035059452056884766
74,0.8322086334228516,0.003505229949951172
75,0.8423068523406982,0.003831624984741211
76,0.8533298969268799,0.004830598831176758
77,0.861901044845581,0.003434419631958008
78,0.8735573291778564,0.004968404769897461
79,0.8843493461608887,0.005877494812011719
80,0.8934605121612549,0.004994869232177734
81,0.9040615558624268,0.005563259124755859
82,0.913132905960083,0.004579782485961914
83,0.9243006706237793,0.0058345794677734375
84,0.9336481094360352,0.005143880844116211
85,0.9443345069885254,0.005866050720214844
86,0.9554867744445801,0.0035080909729003906
87,0.9622926712036133,0.0038192272186279297
88,0.9722228050231934,0.0037140846252441406
89,0.9819886684417725,0.003518342971801758
90,0.9938113689422607,0.0035293102264404297
91,1.0019032955169678,0.003426790237426758
92,1.011883020401001,0.0034151077270507812
93,1.022003173828125,0.0035390853881835938
94,1.0319676399230957,0.002688884735107422
95,1.042482614517212,0.0025947093963623047
96,1.0510871410369873,0.0026187896728515625
97,1.061518907546997,0.0030159950256347656
98,1.0719091892242432,0.003443479537963867
99,1.0817694664001465,0.0033028125762939453
100,1.0924410820007324,0.003948211669921875
101,1.102339744567871,0.0038237571716308594
102,1.1110448837280273,0.0025768280029296875
103,1.1213197708129883,0.0028541088104248047
104,1.1311941146850586,0.002514362335205078
105,1.1412136554718018,0.0027420520782470703
106,1.1790227890014648,0.026004552841186523
