index,time,exe_time
1,0.011943340301513672,0.0009920597076416016
2,0.012885093688964844,0.0008754730224609375
3,0.02098560333251953,0.0008385181427001953
4,0.030919551849365234,0.0008032321929931641
5,0.041090965270996094,0.0009539127349853516
6,0.05137896537780762,0.0012404918670654297
7,0.06107473373413086,0.0009212493896484375
8,0.07088780403137207,0.0007312297821044922
9,0.08096766471862793,0.0008587837219238281
10,0.09328079223632812,0.0008862018585205078
11,0.10120797157287598,0.0010442733764648438
12,0.11101889610290527,0.0008623600006103516
13,0.12097978591918945,0.0008697509765625
14,0.13572335243225098,0.0009617805480957031
15,0.14123868942260742,0.0010993480682373047
16,0.15102219581604004,0.0008761882781982422
17,0.16135072708129883,0.0011913776397705078
18,0.17096638679504395,0.0008373260498046875
19,0.18097400665283203,0.0008618831634521484
20,0.19092249870300293,0.0008113384246826172
21,0.20098447799682617,0.0008785724639892578
22,0.21089506149291992,0.0007905960083007812
23,0.22093701362609863,0.0008294582366943359
24,0.23105597496032715,0.0009200572967529297
25,0.24097323417663574,0.0008602142333984375
26,0.2510817050933838,0.0009524822235107422
27,0.2610201835632324,0.0008511543273925781
28,0.2719762325286865,0.0008296966552734375
29,0.2809772491455078,0.0008382797241210938
30,0.2910599708557129,0.0008959770202636719
31,0.30093836784362793,0.0008118152618408203
32,0.31100940704345703,0.0008628368377685547
33,0.3210301399230957,0.0008416175842285156
34,0.3314816951751709,0.0007841587066650391
35,0.34111642837524414,0.0009512901306152344
36,0.3511486053466797,0.0010035037994384766
37,0.36121249198913574,0.0010707378387451172
38,0.3710300922393799,0.0007979869842529297
39,0.38107776641845703,0.0009462833404541016
40,0.39098238945007324,0.0008509159088134766
41,0.40180134773254395,0.0016667842864990234
42,0.41452527046203613,0.0008308887481689453
43,0.42176127433776855,0.00160980224609375
44,0.4309992790222168,0.0008726119995117188
45,0.4410421848297119,0.000911712646484375
46,0.45094799995422363,0.0008308887481689453
47,0.4610016345977783,0.0008881092071533203
48,0.4709494113922119,0.0008170604705810547
49,0.48096752166748047,0.0008332729339599609
50,0.4909207820892334,0.00080108642578125
51,0.5034852027893066,0.003329038619995117
52,0.5108916759490967,0.0007750988006591797
53,0.5210299491882324,0.0008876323699951172
54,0.5309700965881348,0.0008482933044433594
55,0.5410234928131104,0.0009055137634277344
56,0.5517387390136719,0.0008502006530761719
57,0.5610277652740479,0.0008881092071533203
