index,time,exe_time,planning
2,3.0570051670074463,0.002852201461791992,gp
3,3.0657269954681396,0.0015139579772949219,gp
4,3.076524496078491,0.0013723373413085938,gp
5,3.0871129035949707,0.0028879642486572266,gp
6,3.096674919128418,0.0019314289093017578,gp
7,3.1055877208709717,0.0013728141784667969,gp
8,3.11616849899292,0.0019290447235107422,gp
9,3.1256678104400635,0.0014543533325195312,gp
10,3.13802170753479,0.0027496814727783203,gp
11,3.1457061767578125,0.0014688968658447266,gp
12,3.1557862758636475,0.0015723705291748047,gp
13,3.165515661239624,0.001306295394897461,gp
14,3.1762938499450684,0.0015108585357666016,gp
15,3.1855826377868652,0.0013737678527832031,gp
16,3.1961443424224854,0.0019221305847167969,gp
17,3.205676317214966,0.001468658447265625,gp
18,3.2209441661834717,0.005107402801513672,gp
19,3.2270567417144775,0.002829313278198242,gp
20,3.237035036087036,0.0028057098388671875,gp
22,3.2578537464141846,0.002935171127319336,gp
23,3.2668869495391846,0.0026612281799316406,gp
24,3.277048110961914,0.0028104782104492188,gp
25,3.2868235111236572,0.002584695816040039,gp
27,3.308654308319092,0.0027055740356445312,gp
28,3.316903591156006,0.0026636123657226562,gp
29,3.326740026473999,0.002516508102416992,gp
30,3.344755172729492,0.0044291019439697266,gp
31,3.346834659576416,0.0019757747650146484,gp
32,3.356921911239624,0.0026941299438476562,gp
33,3.366874933242798,0.002626180648803711,gp
34,3.3768608570098877,0.0026350021362304688,gp
35,3.3925650119781494,0.004492044448852539,gp
36,3.399405002593994,0.0037841796875,gp
37,3.4069619178771973,0.002656698226928711,gp
38,3.4170894622802734,0.0028579235076904297,gp
39,3.4269020557403564,0.0026776790618896484,gp
40,3.4387404918670654,0.0030345916748046875,gp
41,3.4470489025115967,0.002821207046508789,gp
42,3.4568874835968018,0.0026597976684570312,gp
43,3.4669487476348877,0.0027000904083251953,gp
44,3.481208324432373,0.0048007965087890625,gp
45,3.486774206161499,0.0025358200073242188,gp
46,3.4971320629119873,0.002908468246459961,gp
47,3.5069172382354736,0.0026655197143554688,gp
48,3.523098945617676,0.0037996768951416016,gp
49,3.52789568901062,0.003674745559692383,gp
50,3.5368804931640625,0.002650022506713867,gp
51,3.546963930130005,0.002740621566772461,gp
52,3.55686616897583,0.002640247344970703,gp
53,3.5681521892547607,0.003409862518310547,gp
54,3.5759317874908447,0.0017185211181640625,gp
55,3.585552453994751,0.0013499259948730469,gp
56,3.59674072265625,0.0025267601013183594,gp
57,3.6055612564086914,0.0013244152069091797,gp
58,3.6158244609832764,0.0016210079193115234,gp
59,3.6269657611846924,0.002753734588623047,gp
60,3.6359033584594727,0.0016739368438720703,gp
61,3.6455588340759277,0.0013604164123535156,gp
62,3.6561524868011475,0.0019347667694091797,gp
63,3.66556453704834,0.0013427734375,gp
64,3.675901412963867,0.0016815662384033203,gp
65,3.6855201721191406,0.0013158321380615234,gp
66,3.6961498260498047,0.001928567886352539,gp
67,3.7055046558380127,0.0013015270233154297,gp
68,3.7170021533966064,0.0027883052825927734,gp
69,3.7293477058410645,0.0040302276611328125,gp
70,3.736032724380493,0.0017986297607421875,gp
71,3.745556354522705,0.0013535022735595703,gp
72,3.75707745552063,0.002850055694580078,gp
73,3.767723321914673,0.003503561019897461,gp
74,3.7771573066711426,0.0029375553131103516,gp
75,3.7871556282043457,0.002935171127319336,gp
76,3.7972190380096436,0.002958536148071289,gp
77,3.8075454235076904,0.003326416015625,gp
78,3.81742000579834,0.0032019615173339844,gp
79,3.8275885581970215,0.002875089645385742,gp
80,3.8360280990600586,0.0017852783203125,gp
81,3.8456077575683594,0.0014033317565917969,gp
82,3.857069253921509,0.0028524398803710938,gp
83,3.8668723106384277,0.0026416778564453125,gp
84,3.877054452896118,0.002832651138305664,gp
85,3.8887317180633545,0.003355264663696289,gp
86,3.8960108757019043,0.0017931461334228516,gp
87,3.905656337738037,0.0014379024505615234,gp
88,3.917121648788452,0.002891063690185547,gp
89,3.9266443252563477,0.0018019676208496094,gp
90,3.936065673828125,0.001779794692993164,gp
91,3.9465763568878174,0.0023581981658935547,gp
92,3.9561924934387207,0.0016775131225585938,gp
93,3.9705073833465576,0.002969026565551758,gp
94,3.9770562648773193,0.0028400421142578125,gp
95,3.9869208335876465,0.0026848316192626953,gp
96,3.9958243370056152,0.0016026496887207031,gp
97,4.012821674346924,0.00662994384765625,gp
98,4.017088890075684,0.0028667449951171875,gp
99,4.025654077529907,0.0014483928680419922,gp
100,4.0357911586761475,0.0015785694122314453,gp
101,4.045975685119629,0.001764059066772461,gp
102,4.060593366622925,0.0033349990844726562,gp
103,4.065569162368774,0.0013499259948730469,gp
104,4.0769429206848145,0.0027201175689697266,gp
105,4.09234094619751,0.008107900619506836,gp
106,4.0974743366241455,0.002253293991088867,gp
107,4.106046676635742,0.001829385757446289,gp
108,4.116240501403809,0.0020287036895751953,gp
109,4.125669240951538,0.0014183521270751953,gp
110,4.142267227172852,0.0017423629760742188,gp
111,4.146016836166382,0.0018074512481689453,gp
112,4.15609335899353,0.0018665790557861328,gp
113,4.16556191444397,0.0013163089752197266,gp
114,4.184364318847656,0.005003929138183594,gp
115,4.188562631607056,0.003320932388305664,gp
116,4.197100639343262,0.0028705596923828125,gp
117,4.206995010375977,0.0027315616607666016,gp
118,4.221006155014038,0.0020639896392822266,gp
119,4.2257139682769775,0.001508474349975586,gp
120,4.236629962921143,0.002402782440185547,gp
121,4.245560646057129,0.00135040283203125,gp
122,4.26110577583313,0.0013303756713867188,gp
123,4.266895532608032,0.0026769638061523438,gp
124,4.276881217956543,0.0026481151580810547,gp
125,4.286900281906128,0.0026831626892089844,gp
126,4.304723024368286,0.005392551422119141,gp
127,4.308858156204224,0.0040225982666015625,gp
128,4.316983222961426,0.002755880355834961,gp
129,4.327444076538086,0.0032248497009277344,gp
130,4.3370068073272705,0.002778291702270508,gp
131,4.348759889602661,0.002686738967895508,gp
132,4.35592246055603,0.0017037391662597656,gp
133,4.365654706954956,0.0014433860778808594,gp
134,4.375873327255249,0.0016636848449707031,gp
135,4.393747568130493,0.0026645660400390625,gp
136,4.398380756378174,0.00304412841796875,gp
137,4.407114505767822,0.002877473831176758,gp
138,4.417337417602539,0.0031099319458007812,gp
139,4.430644989013672,0.002428293228149414,gp
140,4.436320781707764,0.002062082290649414,gp
141,4.445924282073975,0.001722574234008789,gp
142,4.4564502239227295,0.0022432804107666016,gp
144,4.477227449417114,0.0014235973358154297,gp
145,4.485586643218994,0.0013828277587890625,gp
146,4.496248006820679,0.0020165443420410156,gp
147,4.513155698776245,0.004647493362426758,gp
148,4.518306493759155,0.0036842823028564453,gp
149,4.526012659072876,0.0017993450164794922,gp
150,4.535780906677246,0.0015666484832763672,gp
151,4.545577049255371,0.0013222694396972656,gp
152,4.564252138137817,0.0053863525390625,gp
153,4.56709885597229,0.0027229785919189453,gp
154,4.577304124832153,0.0030679702758789062,gp
155,4.587156295776367,0.0029287338256835938,gp
156,4.60085654258728,0.004094600677490234,gp
157,4.6068925857543945,0.002666473388671875,gp
158,4.617135047912598,0.002912759780883789,gp
159,4.62793493270874,0.003694772720336914,gp
160,4.64229941368103,0.0056438446044921875,gp
161,4.6472742557525635,0.0028586387634277344,gp
162,4.657033920288086,0.002800464630126953,gp
163,4.666884660720825,0.002652883529663086,gp
164,4.6778669357299805,0.0027132034301757812,gp
165,4.686946868896484,0.0026922225952148438,gp
166,4.697193145751953,0.002959012985229492,gp
167,4.706960201263428,0.0027189254760742188,gp
168,4.720004558563232,0.0035295486450195312,gp
169,4.726927280426025,0.0027060508728027344,gp
170,4.736014366149902,0.0017845630645751953,gp
