index,time,exe_time,planning
2,0.04509472846984863,0.0016748905181884766,gp
3,0.055184364318847656,0.0017669200897216797,gp
4,0.06699109077453613,0.002585172653198242,gp
5,0.07715487480163574,0.003717184066772461,gp
6,0.08579897880554199,0.0014445781707763672,gp
7,0.09493136405944824,0.0014903545379638672,gp
8,0.10512018203735352,0.0016918182373046875,gp
9,0.11475825309753418,0.0013349056243896484,gp
10,0.1284017562866211,0.0030417442321777344,gp
11,0.1382284164428711,0.003326416015625,gp
12,0.14631962776184082,0.0028688907623291016,gp
13,0.1560671329498291,0.0026187896728515625,gp
14,0.16614246368408203,0.002679109573364258,gp
15,0.18096613883972168,0.00435638427734375,gp
16,0.18623018264770508,0.002778291702270508,gp
17,0.19615840911865234,0.0027000904083251953,gp
18,0.20618557929992676,0.00273895263671875,gp
20,0.22633147239685059,0.0025780200958251953,gp
21,0.23601937294006348,0.002569913864135742,gp
22,0.24515652656555176,0.0016977787017822266,gp
23,0.2625148296356201,0.0049092769622802734,gp
24,0.26705288887023926,0.002183198928833008,gp
25,0.2748532295227051,0.0014166831970214844,gp
26,0.28615355491638184,0.002686023712158203,gp
27,0.2952132225036621,0.0014202594757080078,gp
28,0.30634284019470215,0.002688169479370117,gp
29,0.31627655029296875,0.002815723419189453,gp
30,0.32628512382507324,0.0028295516967773438,gp
31,0.3361790180206299,0.0026972293853759766,gp
32,0.34830403327941895,0.0026798248291015625,gp
33,0.35799670219421387,0.0028204917907714844,gp
34,0.3661527633666992,0.0026636123657226562,gp
35,0.3761475086212158,0.002698659896850586,gp
36,0.38675856590270996,0.002674102783203125,gp
37,0.40131592750549316,0.004205226898193359,gp
38,0.40723133087158203,0.0027549266815185547,gp
39,0.4161961078643799,0.002746105194091797,gp
40,0.4260072708129883,0.002568483352661133,gp
41,0.44197678565979004,0.004477739334106445,gp
42,0.4480702877044678,0.004557132720947266,gp
43,0.45494842529296875,0.001539468765258789,gp
44,0.46496105194091797,0.001535177230834961,gp
45,0.4750239849090576,0.0014185905456542969,gp
46,0.49094533920288086,0.002950429916381836,gp
47,0.4961097240447998,0.002685070037841797,gp
48,0.5061192512512207,0.002676248550415039,gp
49,0.5161142349243164,0.002666950225830078,gp
50,0.5268361568450928,0.0014986991882324219,gp
51,0.5348520278930664,0.001434326171875,gp
52,0.5462772846221924,0.002825498580932617,gp
53,0.556128740310669,0.0026450157165527344,gp
54,0.5713036060333252,0.006104946136474609,gp
55,0.5800840854644775,0.006255388259887695,gp
56,0.586193323135376,0.0027217864990234375,gp
57,0.5962624549865723,0.002809762954711914,gp
58,0.6063275337219238,0.0028319358825683594,gp
59,0.6233601570129395,0.006032466888427734,gp
60,0.628730297088623,0.0028612613677978516,gp
61,0.6362578868865967,0.002819061279296875,gp
62,0.6461412906646729,0.002679586410522461,gp
63,0.6585826873779297,0.0028192996978759766,gp
64,0.6661686897277832,0.0027298927307128906,gp
65,0.6762502193450928,0.0028030872344970703,gp
66,0.6862785816192627,0.0028314590454101562,gp
67,0.7003767490386963,0.004025936126708984,gp
68,0.7064230442047119,0.0029740333557128906,gp
69,0.7164316177368164,0.0029778480529785156,gp
70,0.7262823581695557,0.0028138160705566406,gp
71,0.7408974170684814,0.003750324249267578,gp
72,0.746147871017456,0.002675771713256836,gp
73,0.7562813758850098,0.0028519630432128906,gp
74,0.7665736675262451,0.003099203109741211,gp
75,0.778038740158081,0.0029075145721435547,gp
76,0.78495192527771,0.0014896392822265625,gp
77,0.7947909832000732,0.0013458728790283203,gp
78,0.805300235748291,0.0018112659454345703,gp
79,0.8231329917907715,0.006027698516845703,gp
80,0.8262622356414795,0.0018606185913085938,gp
81,0.8348860740661621,0.0014650821685791016,gp
82,0.8451051712036133,0.0016732215881347656,gp
83,0.8619265556335449,0.004571437835693359,gp
84,0.8676269054412842,0.0029380321502685547,gp
85,0.8762426376342773,0.002802133560180664,gp
86,0.8862199783325195,0.0027828216552734375,gp
87,0.8961775302886963,0.002710580825805664,gp
88,0.9097657203674316,0.00464940071105957,gp
89,0.9171249866485596,0.0029230117797851562,gp
90,0.9264814853668213,0.002996206283569336,gp
91,0.9363179206848145,0.0028760433197021484,gp
92,0.9461574554443359,0.002722024917602539,gp
93,0.9576938152313232,0.004263401031494141,gp
94,0.9662234783172607,0.002765178680419922,gp
95,0.9774034023284912,0.003966331481933594,gp
96,0.9863600730895996,0.002854585647583008,gp
97,1.0003809928894043,0.003538846969604492,gp
98,1.0054779052734375,0.002046823501586914,gp
99,1.0148499011993408,0.0014383792877197266,gp
100,1.0250828266143799,0.0016455650329589844,gp
101,1.0369582176208496,0.001619577407836914,gp
102,1.0460970401763916,0.0017764568328857422,gp
103,1.055008888244629,0.0015897750854492188,gp
104,1.0648927688598633,0.0014576911926269531,gp
105,1.0747435092926025,0.0013332366943359375,gp
106,1.0872857570648193,0.0022373199462890625,gp
107,1.0948686599731445,0.0014433860778808594,gp
108,1.1052348613739014,0.0018100738525390625,gp
109,1.1215059757232666,0.008079767227172852,gp
110,1.1277790069580078,0.0028591156005859375,gp
111,1.1351549625396729,0.0015215873718261719,gp
112,1.145019769668579,0.0015826225280761719,gp
113,1.155142068862915,0.0017209053039550781,gp
114,1.1667087078094482,0.002756357192993164,gp
115,1.1762144565582275,0.002765655517578125,gp
116,1.1852822303771973,0.0018296241760253906,gp
117,1.194871187210083,0.0014345645904541016,gp
118,1.2053310871124268,0.0015149116516113281,gp
119,1.214876651763916,0.0014522075653076172,gp
120,1.2256629467010498,0.002220630645751953,gp
121,1.2348718643188477,0.001443624496459961,gp
122,1.2490794658660889,0.004581451416015625,gp
123,1.2560758590698242,0.0026454925537109375,gp
124,1.2661104202270508,0.002677440643310547,gp
125,1.2852563858032227,0.011820554733276367,gp
126,1.289640188217163,0.0014324188232421875,gp
127,1.2954745292663574,0.002057790756225586,gp
128,1.3054447174072266,0.0020263195037841797,gp
129,1.318983793258667,0.005565643310546875,gp
130,1.3272840976715088,0.0027923583984375,gp
131,1.33609938621521,0.0026531219482421875,gp
132,1.346205472946167,0.00275421142578125,gp
133,1.3652403354644775,0.011801958084106445,gp
134,1.3708040714263916,0.0027360916137695312,gp
135,1.3764641284942627,0.003019094467163086,gp
136,1.3863234519958496,0.002872467041015625,gp
137,1.4022045135498047,0.008767843246459961,gp
138,1.4090354442596436,0.003068208694458008,gp
139,1.4160993099212646,0.002662181854248047,gp
140,1.4262058734893799,0.0027751922607421875,gp
141,1.4412591457366943,0.007822751998901367,gp
142,1.448096513748169,0.003901243209838867,gp
143,1.4561991691589355,0.0027256011962890625,gp
144,1.466313362121582,0.002881288528442383,gp
145,1.4814443588256836,0.008004426956176758,gp
146,1.4864087104797363,0.00296783447265625,gp
147,1.495507001876831,0.002096414566040039,gp
148,1.505523920059204,0.0021033287048339844,gp
149,1.519106149673462,0.005694150924682617,gp
150,1.525946855545044,0.0015773773193359375,gp
151,1.5354881286621094,0.0020551681518554688,gp
152,1.5462865829467773,0.0028510093688964844,gp
153,1.5656390190124512,0.01220083236694336,gp
154,1.5712335109710693,0.0027925968170166016,gp
155,1.5762267112731934,0.0027883052825927734,gp
156,1.5861108303070068,0.0026798248291015625,gp
157,1.6012907028198242,0.00786137580871582,gp
158,1.6071631908416748,0.002756834030151367,gp
159,1.6155614852905273,0.002136707305908203,gp
160,1.626394510269165,0.002939939498901367,gp
161,1.636235237121582,0.002782106399536133,gp
162,1.6534321308135986,0.004799842834472656,gp
163,1.656233549118042,0.0026998519897460938,gp
164,1.666294813156128,0.0028028488159179688,gp
165,1.6762173175811768,0.0027790069580078125,gp
166,1.6936428546905518,0.005129337310791016,gp
167,1.6979408264160156,0.004228830337524414,gp
168,1.7069694995880127,0.0034379959106445312,gp
169,1.7162108421325684,0.0027718544006347656,gp
170,1.7283411026000977,0.0028967857360839844,gp
171,1.7396705150604248,0.002819061279296875,gp
172,1.7469675540924072,0.0029921531677246094,gp
173,1.756270170211792,0.0028421878814697266,gp
174,1.7661798000335693,0.002722501754760742,gp
176,1.7907812595367432,0.005412101745605469,gp
177,1.7952804565429688,0.0016770362854003906,gp
178,1.806311845779419,0.002857685089111328,gp
179,1.8165483474731445,0.0031037330627441406,gp
180,1.8325223922729492,0.003742694854736328,gp
181,1.8379201889038086,0.0039789676666259766,gp
182,1.8465285301208496,0.003068208694458008,gp
183,1.8573510646820068,0.0038983821868896484,gp
184,1.8738620281219482,0.005274295806884766,gp
185,1.8768856525421143,0.002887725830078125,gp
186,1.8865487575531006,0.003108501434326172,gp
187,1.8962690830230713,0.002790212631225586,gp
188,1.9065351486206055,0.0014820098876953125,gp
189,1.914757251739502,0.0013494491577148438,gp
190,1.9263944625854492,0.002962350845336914,gp
191,1.9363653659820557,0.0029141902923583984,gp
192,1.9518723487854004,0.003726959228515625,gp
193,1.9549894332885742,0.0014691352844238281,gp
194,1.964996337890625,0.0015690326690673828,gp
195,1.9748764038085938,0.0014667510986328125,gp
196,1.9932944774627686,0.0022749900817871094,gp
197,1.9948914051055908,0.0014433860778808594,gp
198,2.0052878856658936,0.001863241195678711,gp
199,2.0152502059936523,0.0016579627990722656,gp
200,2.031172752380371,0.0027577877044677734,gp
201,2.034864902496338,0.0014541149139404297,gp
202,2.0453615188598633,0.0019199848175048828,gp
203,2.054826498031616,0.00141143798828125,gp
204,2.0705857276916504,0.0014104843139648438,gp
205,2.074878215789795,0.0014660358428955078,gp
206,2.084949016571045,0.0015301704406738281,gp
207,2.0948498249053955,0.0014345645904541016,gp
208,2.1053647994995117,0.0019528865814208984,gp
209,2.1176607608795166,0.001552581787109375,gp
210,2.125274181365967,0.0018482208251953125,gp
211,2.1348752975463867,0.001436471939086914,gp
212,2.146423101425171,0.0029370784759521484,gp
213,2.158052682876587,0.0015463829040527344,gp
214,2.1650424003601074,0.0016274452209472656,gp
215,2.1749088764190674,0.0014739036560058594,gp
216,2.185365676879883,0.001932382583618164,gp
217,2.1947851181030273,0.0013759136199951172,gp
218,2.206371545791626,0.002922534942626953,gp
219,2.2162816524505615,0.0028388500213623047,gp
220,2.226253032684326,0.002803325653076172,gp
221,2.2387490272521973,0.00452876091003418,gp
222,2.245466470718384,0.0020303726196289062,gp
223,2.254808187484741,0.0013928413391113281,gp
224,2.265113592147827,0.0016827583312988281,gp
225,2.277106285095215,0.003577709197998047,gp
226,2.286518096923828,0.002808809280395508,gp
227,2.2961585521698,0.0027260780334472656,gp
228,2.306440591812134,0.002992868423461914,gp
229,2.325124502182007,0.011681318283081055,gp
230,2.329709768295288,0.004096269607543945,gp
231,2.334909677505493,0.001434326171875,gp
232,2.345180034637451,0.001735687255859375,gp
233,2.354949951171875,0.001537322998046875,gp
234,2.368614673614502,0.004373073577880859,gp
235,2.374887704849243,0.0014767646789550781,gp
236,2.3849425315856934,0.0015251636505126953,gp
237,2.394826889038086,0.0014050006866455078,gp
238,2.4057693481445312,0.001497507095336914,gp
239,2.414855480194092,0.0014417171478271484,gp
240,2.425008535385132,0.0015926361083984375,gp
241,2.434941530227661,0.0015227794647216797,gp
